AssetID,Invest_ID,Address,Asset_Type,StreetWater,Inspection Date,Depth,Clogging,Clogging score,Clog_Flooding,C_Flood no missing,Cons. location (C/F),Cons. location (C/F) score,Flooding design std.,flood design score,Flood_Resp,Flood_LOF,Flood_COF,Flood_Risk,Crit_Defect,Cond_Resp,Cond_LOF,Cond_COF,Cond_Risk,LOF,COF,Risk,OBJECTID,PIPE_ID,INV_DATE,TYPE,PI_SHAPE,PI_SHP_OTH,PACP_Shape,"DIAMETER,FT",DIAM_OTHER,PIPE_RISE,PIPE_SPAN,"PACP_Heigh, IN",PACP_Width,PACP_Notes,MATERIAL,PACP_Mater,US_ID,US_DEPTH,US_INVERT,US_ELEV,US_FUNC,DS_ID,DS_DEPTH,DS_INVERT,DS_ELEV,DS_FUNC,SLOPE,ENABLED,CONST_DATE,Age at inspection,Active,EditDate,ShapeSTLen,MUKEY,Soil Type,soil descriptio,hydrologic,Hydro  group encoded,"Precipitation, mon avg, in."
161174,11103,401 N Kings Dr,pipe,yes,4/18/2019,22,less_than_25%,0,no,no,driveway_private_drive,4,fails_retrofit,8,0,5.2,4.7,24.44,1,0,1.4,2.9,4.06,2.92,3.62,10.5704,7682155,ULS021-0707-P,4/23/2011,Pipe,CIRC, ,C,4,0,0,0,48,0, ,RCP,RCP,ULS021-0707,10.7,640.3,651,Yes,ULS021-0726,4,629,633,Yes,0,0,1/0/1900,119.30,1,4/25/2019,313.0164268,113688,Ur,Urban land,N/A,4,3.735
161641,17674,421 N. Tryon,pipe,yes,5/5/2020,5,less_than_25%,0,no,no,n_a,0,,2,10,1.3,2.3,2.99,1,0,1.4,0.8,1.12,1.36,1.4,1.904,7644920,ULS021-1127-P,4/24/2011,Pipe,CIRC, ,C,1.25,0,0,0,15,0, ,RCP,RCP,ULS021-1127,5.6,746.4,752,Yes,ULS021-1126,5.9,745.1,751,Yes,0.02242893,0,1/0/1900,120.35,1,2/16/2021,57.96086528,113688,Ur,Urban land,N/A,4,3.765
161753,10941,6534 Covecreek Dr,structure,yes,5/10/2018,6.6,between_25%_to_50%,5,no,no,ffe_principal_structure,8,,2,0,3.05,5.6,17.08,1,0,2.2,2,4.4,2.54,3.44,8.7376,7566148,ULS021-2048-P,4/25/2011,Pipe,CIRC, ,C,1,0,0,0,12,0, ,HDPE,PE,ULS021-2048,4.3,688.7,693,Yes,ULS021-2045,3.5,686.5,690,Yes,0.03284722,0,1/0/1900,118.36,1,2/16/2021,66.97675628,113688,Ur,Urban land,N/A,4,3.742
161767,10941,6534 Covecreek Dr,structure,yes,5/10/2018,5.8,less_than_25%,0,yes,yes,ffe_principal_structure,8,,2,0,4.8,5.6,26.88,1,0,2.2,2,4.4,3.24,3.44,11.1456,7675343,ULS021-0071-P,4/26/2011,Pipe,CIRC, ,C,2,0,0,0,24,0, ,RCP,RCP,ULS021-0071,6.7,689.3,696,Yes,ULS021-0061,6,688,694,Yes,0.00984079,0,1/0/1900,118.36,1,4/3/2018,132.103271,113688,Ur,Urban land,N/A,4,3.746
161793,11601,650 E STONEWALL ST ,pipe,yes,9/12/2019,7.95,less_than_25%,0,no,no,thoroughfare,10,meets_cds,0,0,0,5.3,0,1,0,7,4.4,30.8,4.2,4.76,19.992,7602606,ULS004-0068-P,4/27/2011,Pipe,CIRC, ,C,2,0,0,0,24,0, ,RCP,RCP,ULS004-0068,7.1,693.9,701,Yes,ULS004-0069,8.6,693.4,702,Yes,0.00321386,0,1/0/1900,119.70,1,2/16/2021,155.5759303,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.724
161959,11332,6408 Bridlewood Ln,structure,yes,8/23/2019,4.4,less_than_25%,0,no,no,local,6,,2,10,1.3,5,6.5,1,0,2.2,0.8,1.76,1.84,2.48,4.5632,7677354,ULS004-1284-P,4/28/2011,Pipe,Circular, ,C,1,0,0,0,12,0, ,Concrete,RCP,ULS004-1284,5.8,720.2,726,Yes,MYMRII.0172,3.84,712.21,716.05,Yes,0.03064243,0,1/4/2021,8.32,1,2/16/2021,260.7495163,113688,Ur,Urban land,N/A,4,3.709
162244,18818,6806 Delta Lake  Dr.,structure,yes,9/1/2020,4,less_than_25%,0,no,no,n_a,0,,2,10,1.3,2.9,3.77,1,10,2.2,6.5,14.3,1.84,5.06,9.3104,7606338,ULS021-2015-P,4/29/2011,Pipe,CIRC, ,C,1.25,0,0,0,15,0, ,RCP,RCP,ULS021-2015,3.2,680.8,684,Yes,ULS021-2014,3.6,680.4,684,Yes,0.01118897,0,1/0/1900,120.67,1,6/14/2018,35.74948787,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.745
162380,13346,2500 Briargrove Dr,structure,yes,3/25/2020,2.5,between_25%_to_50%,5,no,no,,0,,2,10,3.05,2.3,7.015,1,0,2.2,0.8,1.76,2.54,1.4,3.556,7643725,MCA440-0080-P,4/30/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,MCA440-0080,3.6,666.4,670,Yes,SHFTBY.2,3.2,665.8,669,Yes,0.00344461,0,1/0/1900,120.23,1,2/16/2021,174.1849748,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.791
162380,13346,2432 Briargrove Dr,structure,yes,3/25/2020,2.5,greater_than_75%,10,yes,yes,local,6,unknown,2,10,4.8,5.6,26.88,1,10,2.2,2.9,6.38,3.24,3.98,12.8952,7643725,MCA440-0080-P,5/1/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,MCA440-0080,3.6,666.4,670,Yes,SHFTBY.2,3.2,665.8,669,Yes,0.00344461,0,1/0/1900,120.23,1,2/16/2021,174.1849748,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.791
162381,13346,2500 Briargrove,structure,yes,3/25/2020,3.5,greater_than_75%,10,yes,yes,local,6,unknown,2,10,4.8,5,24,1,0,2.2,0.8,1.76,3.24,2.48,8.0352,7663716,MCA440-0081-P,5/2/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA440-0081,2.5,669.5,672,Yes,MCA440-0080,3.4,666.6,670,Yes,0.03355356,0,1/0/1900,120.23,1,2/16/2021,86.42897031,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.791
162420,19056,5011 Delivau Dr,pipe,yes,8/14/2020,5.2,,0,no,no,,0,,2,0,1.3,2,2.6,1,10,2.8,4.4,12.32,2.2,3.44,7.568,7580251,SDTOPOO37.144-P,5/3/2011,Pipe,Circular, ,C,1,0,0,0,12,0, ,Metal or Steel,CMP,SDTOPOO37.144,0,0,642,UNK,SDTOPOO37.146,3.3,635.7,639,Yes,0,0,1/1/1980,40.62,1,2/16/2021,35.25245003,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.79
162440,23660,6717 Harrison Rd Charlotte NC,pipe,yes,8/3/2021,3,greater_than_75%,10,no,no,,0,,2,5,4.8,1.55,7.44,1,0,7.8,1.7,13.26,6.6,1.64,10.824,7590078,MCA439-0486-P,5/4/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA439-0486,2.4,676.6,679,Yes,SDTOPOO37.35,0.6,669.4,670,UNK,0.05078041,0,1/0/1900,121.59,1,12/19/2019,141.7869738,113659,CeD2,"Cecil sandy clay loam, 8 to 15 percent slopes, eroded",B,1,3.792
162593,17388,7442 Pirates Cove ,pipe,yes,5/20/2020,5,,0,,no,n_a,0,meets_cds,0,0,0,0.8,0,1,0,7.8,1.7,13.26,4.68,1.34,6.2712,7587905,MCA426-1154-P,5/5/2011,Pipe,Circular, ,C,1.5,0,0,0,24,0, ,Concrete,RCP,MCA426-1154,0,0,696,UNK,SDTOPOR31.84,3.5,677.5,681,Yes,0,0,11/30/2017,9.04,1,2/16/2021,136.4974112,113659,CeD2,"Cecil sandy clay loam, 8 to 15 percent slopes, eroded",B,1,3.789
162931,81769,9835 Veronica Drive,structure,yes,1/12/2021,3,greater_than_75%,10,no,no,,0,,2,5,4.8,1.55,7.44,1,5,6.2,3.35,20.77,5.64,2.63,14.8332,7684161,MCA412-0649-P,5/6/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA412-0649,3,575,578,Yes,MCA412-SWO2611,1.6,572.4,574,Yes,0.09352556,0,1/0/1900,121.04,1,12/4/2019,27.79988806,113677,MO,Monacan loam,C,2,3.792
163025,13054,625 Brackenbury Ln,pipe,yes,2/26/2020,2,,0,,no,,0,fails_retrofit,8,0,5.2,0.8,4.16,1,0,1.4,0.8,1.12,2.92,0.8,2.336,7668024,SDTOPOP37.12-P,5/7/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,SDTOPOP37.12,2.3,681.7,684,Yes,SDTOPOP37.13,1.9,679.1,681,Yes,0.03768701,0,6/30/1974,45.66,1,2/16/2021,68.98929739,113659,CeD2,"Cecil sandy clay loam, 8 to 15 percent slopes, eroded",B,1,3.792
163142,11103,401 N Kings Dr,pipe,yes,3/13/2019,6.55,less_than_25%,0,no,no,thoroughfare,10,fails_retrofit,8,0,5.2,7.1,36.92,1,0,7.8,3.5,27.3,6.76,4.94,33.3944,7625012,ULS021-1195P,5/8/2011,Pipe,Box, ,R,0,0,5.33,6.17,64,74,Stone,Other,XXX,ULS021-1195,6,645,651,Yes,ULS021-1192,7,641,648,Yes,0.0108648,0,1/1/1955,64.20,1,8/14/2018,368.1613592,113688,Ur,Urban land,N/A,4,3.738
163167,12900,12423 JACQUELYN CT ,pipe,yes,2/27/2020,1.2,less_than_25%,0,no,no,n_a,0,,2,0,1.3,0.8,1.04,1,0,2.2,0.8,1.76,1.84,0.8,1.472,7607007,STL10622.0020-P,5/9/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,STL10622.0020,0,0,646.38,Unknown,STL10622.0021,0,0,646.18,Unknown,0,0,9/1/2011,8.81,1,3/20/2018,42.72062127,113674,IrB,"Iredell fine sandy loam, 1 to 8 percent slopes",C/D,3,3.708
163215,11210,259 Morning dale drive,pipe,yes,6/1/2020,4.2,less_than_25%,0,no,no,collector_,8,meets_cds,0,10,0,5.9,0,1,10,4.6,5.9,27.14,2.76,5.9,16.284,7605210,MCA386-SWO0139-P,5/10/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,MCA386-SWO0139,4.9,626.1,631,Yes,MCA386-0149,5,627,632,Yes,-0.04284439,0,1/0/1900,120.42,1,2/16/2021,21.00625081,113677,MO,Monacan loam,C,2,3.791
163216,11210,259 Morning dale drive ,pipe,yes,6/1/2020,10,between_25%_to_50%,5,no,no,collector_,8,fails_cds_meets_retrofit,3,10,3.7,7.5,27.75,4,0,6.8,6,40.8,5.56,6.6,36.696,7591488,CHARX.55720-P,5/11/2011,Pipe,Circular, ,C,6,0,0,0,72,0, ,Metal or Steel,CMP,CHARX.55720,11.3,612.7,624,Yes,MCA386-SWO0139,0,631,631,Yes,-0.31462895,1,6/30/1980,39.92,1,2/16/2021,58.16375059,113677,MO,Monacan loam,C,2,3.791
163384,15329,9321 HINSON DR,pipe,yes,8/1/2017,7,less_than_25%,0,no,no,collector_,8,meets_cds,0,5,0,6.95,0,1,5,9.2,4.25,39.1,5.52,5.33,29.4216,7647319,CHARX.55748-P,5/12/2011,Pipe,Elliptical, ,O,0,0,5,7,60,84, ,Metal or Steel,CMP,CHARX.55748,9.1,632.9,642,Yes,CHARX.55741,0,637,637,Yes,-0.03067586,1,1/1/1980,37.58,1,2/16/2021,133.6555738,113671,HeB,"Helena sandy loam, 2 to 8 percent slopes",C,2,3.789
163592,11100,511 Ethel Ct,pipe,yes,9/5/2018,8.3,less_than_25%,0,no,no,thoroughfare,10,meets_cds,0,10,0,8.4,0,1,10,4.6,8.4,38.64,2.76,8.4,23.184,7597493,FDABLVD.0003-P,5/13/2011,Pipe,Circular, ,C,4.5,0,0,0,54,0, ,Concrete,RCP,FDABLVD.0003,9.81,766.3,776.11,Unknown,FDABLVD.0005,6.34,761.86,768.2,Unknown,0.03793889,0,1/10/2012,7.32,1,3/20/2018,117.0302956,113671,HeB,"Helena sandy loam, 2 to 8 percent slopes",C,2,3.744
163593,11100,511 Ethel Ct,pipe,yes,9/5/2018,6.4,less_than_25%,0,no,no,ffe_principal_structure,8,meets_cds,0,10,0,7.1,0,1,0,1.4,2,2.8,0.84,4.04,3.3936,7640083,FDABLVD.0005-P,5/14/2011,Pipe,Circular, ,C,5,0,0,0,60,0, ,Concrete,RCP,FDABLVD.0005,6.84,761.36,768.2,Unknown,INVEN.95873,6.01999999,761.25,767.27,Unknown,0.0016228,0,1/10/2012,7.31,1,3/20/2018,67.78368854,113671,HeB,"Helena sandy loam, 2 to 8 percent slopes",C,2,3.744
165953,21458,1301 N. Caldwell St.,pipe,yes,2/2/2021,2.5,,0,,no,,0,,2,0,1.3,0.8,1.04,1,0,2.2,0.8,1.76,1.84,0.8,1.472,7571557,SBMKT08.80-P,5/15/2011,Pipe,Circular, ,C,1,0,0,0,12,0, ,Clay,VCP,SBMKT08.80,2.5,682.139978,684.539978,Yes,SBMKT08.76,3.2,680.9900269,684.0900269,Yes,0.03131646,0,1/0/1900,121.09,1,6/7/2018,36.7203465,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.792
166004,18804,408 E. 17th St.,pipe,yes,7/14/2020,1.25,,0,,no,,0,,2,10,1.3,2.3,2.99,1,10,9.2,5,46,6.04,3.92,23.6768,7692214,SBMKT08.90-P,5/16/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,SBMKT08.90,2,688.7499878,690.5499878,Yes,SBMKT08.89,2.4,688.3699829,690.6699829,Yes,0.01190502,0,1/0/1900,120.54,1,6/7/2018,31.91972692,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.795
166004,18804,408 E. 17th St.,pipe,yes,7/14/2020,1.25,,0,,no,,0,,2,10,1.3,2.3,2.99,1,10,9.2,5,46,6.04,3.92,23.6768,7692214,SBMKT08.90-P,5/17/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,SBMKT08.90,2,688.7499878,690.5499878,Yes,SBMKT08.89,2.4,688.3699829,690.6699829,Yes,0.01190502,0,1/0/1900,120.54,1,6/7/2018,31.91972692,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.795
166077,22027,2500 Bay St,structure,yes,3/18/2021,2,between_25%_to_50%,5,no,no,,0,unknown,2,10,3.05,2.3,7.015,1,0,1.4,0.8,1.12,2.06,1.4,2.884,7558264,ULS020-0418-P,5/18/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,ULS020-0418,2.3,706.7,709,Yes,ULS020-0417,3.2,705.8,709,Yes,0.02686405,0,1/0/1900,121.21,1,1/8/2020,35.53044203,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.78
166139,23238,2220 Vail Ave,structure,yes,6/21/2021,2,,0,no,no,local,6,fails_retrofit,8,10,5.2,5,26,1,0,2.2,0.8,1.76,3.4,2.48,8.432,7704851,ULS020-0577-P,5/19/2011,Pipe,Circular, ,C,3,0,0,0,36,0, ,Plastic,PE,ULS020-0577,4.4,709.6,714,Yes,ULS020-0584,5,708,713,Yes,0.15153219,0,1/0/1900,121.47,1,2/16/2021,10.55881269,113671,HeB,"Helena sandy loam, 2 to 8 percent slopes",C,2,3.781
166202,10929,730 Windsor Oak Ct,structure,yes,11/8/2017,7.3,less_than_25%,0,no,no,thoroughfare,10,unknown,2,10,1.3,8.6,11.18,1,0,1.4,2.6,3.64,1.36,5,6.8,7710948,ULS019-9754-P,5/20/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,ULS019-9754,3,690.239978,691.539978,Yes,SBMKT08.90,1.9,688.8499878,690.5499878,Yes,0.03010144,0,1/0/1900,117.86,1,6/7/2018,31.21340514,113688,Ur,Urban land,N/A,4,3.795
166216,18957,1305 Central Av,pipe,yes,7/23/2020,6,,0,,no,,0,,2,0,1.3,0.8,1.04,3,10,7,6.8,47.6,4.72,4.4,20.768,7676049,ULS020-0517-P,5/21/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,ULS020-0517,0,0,723,UNK,ULS020-0488,0,0,714,UNK,0,0,1/0/1900,120.56,1,2/16/2021,222.8474345,113688,Ur,Urban land,N/A,4,3.768
166265,18720,1504 Kensington Dr,pipe,yes,8/4/2020,5.3,less_than_25%,0,no,no,local,6,meets_cds,0,5,0,4.25,0,1,5,6.2,2.45,15.19,3.72,3.17,11.7924,7547256,ULS020-0593-P,5/22/2011,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,ULS020-0593,5.4,730.6,736,Yes,ULS020-0590,5.2,714.8,720,Yes,0.04798771,0,1/0/1900,120.60,1,2/16/2021,329.2509874,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.784
166344,21668,1224 Louise Av,pipe,yes,2/26/2021,5.5,less_than_25%,0,,no,local_limited,8,,2,10,1.3,5.9,7.67,1,10,4.6,5.9,27.14,3.28,5.9,19.352,7576803,ULS020-0679-P,5/23/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,ULS020-0679,4.4,719.6,724,Yes, Louise Ave,5.4,717.6,723,Yes,0.07591361,0,1/0/1900,121.16,1,4/6/2021,17.46201166,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.783
166346,21668,1224 Louise Av,pipe,yes,2/26/2021,4.4,between_50%_to_75%,7,yes,yes,local_limited,8,fails_retrofit,8,10,8.7,5.9,51.33,2,10,7.8,5.9,46.02,8.16,5.9,48.144,7603859,ULS020-0680-P,5/24/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,ULS020-0680,3.3,719.7,723,Yes,ULS020-0679,4.2,719.8,724,Yes,-0.00249064,0,1/0/1900,121.16,1,2/16/2021,40.15033224,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.783
166487,22866,700 Central Ave,pipe,yes,5/19/2021,5,greater_than_75%,10,no,no,,0,,2,10,4.8,2.3,11.04,1,10,7,6.8,47.6,6.12,5,30.6,7674136,ULS020-0818-P,5/25/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,ULS020-0818,0,0,718,UNK,ULS020-0822,0,0,708,UNK,0,0,1/0/1900,121.38,1,3/22/2021,439.8940761,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.751
166512,12263,940 N. Davidson St.,pipe,yes,12/23/2019,1.6,greater_than_75%,10,yes,yes,thoroughfare,10,unknown,2,10,4.8,6.8,32.64,1,0,1.4,0.8,1.12,2.76,3.2,8.832,7640804,SBMKT08.654-PP1,5/26/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,SBMKT08.654,1.6,699.1399902,700.7399902,No,SBMKT08.655,1.9,698.2400146,700.1400146,No,0.03525602,0,1/0/1900,119.98,1,2/16/2021,25.526864,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.777
166582,23982,1108 Elm St,pipe,yes,8/30/2021,4.5,between_25%_to_50%,5,no,no,,0,unknown,2,5,3.05,2.15,6.5575,1,0,1.4,1.4,1.96,2.06,1.7,3.502,7603845,SBMKT08.373-PP1,5/27/2011,Pipe,Circular, ,C,3,0,0,0,36,0, ,Concrete,RCP,SBMKT08.373,4,689.4000244,693.4000244,Yes,SBMKT08.375,3.4,689.7300049,693.1300049,Yes,-0.00376069,0,1/0/1900,121.67,1,2/16/2021,87.74464502,113688,Ur,Urban land,N/A,4,3.786
167483,11122,2500 Park Road,structure,yes,4/14/2020,10.9,less_than_25%,0,no,no,collector_,8,,2,10,1.3,8.1,10.53,1,0,1.4,3,4.2,1.36,5.04,6.8544,7723955,MCA430-0066-P,5/28/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA430-0066,4.5,638.5,643,Yes,MCA430-0053,11.2,628.8,640,Yes,0.0880787,0,1/0/1900,120.29,1,5/3/2018,110.1287781,113694,WkE,"Wilkes loam, 15 to 25 percent slopes",D,4,3.787
167650,17307,3301 Blackvine Dr ,pipe,yes,4/29/2020,4.2,less_than_25%,0,no,no,local,6,meets_cds,0,10,0,5,0,1,10,7.8,3.2,24.96,4.68,3.92,18.3456,7595645,MCA431-0102-P,5/29/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA431-0102,4.2,649.8,654,Yes,MCA431-0103,2.2,638.8,641,Yes,0.07190189,0,1/0/1900,120.33,1,5/3/2018,152.9862422,113681,MkB,"Mecklenburg-Urban land complex, 2 to 8 percent slopes",C,2,3.782
168120,10952,7302 Amberwood Ct,pipe,yes,12/17/2018,26.5,less_than_25%,0,no,no,ffe_principal_structure,8,meets_cds,0,10,0,8,0,1,10,7,8.9,62.3,4.2,8.54,35.868,7595019,MCA443-0316-P,5/30/2011,Pipe,Circular, ,C,5,0,0,0,60,0, ,Concrete,RCP,MCA443-0316,5.6,567.4,573,Yes,MCA443-0284,18.6,562.4,581,Yes,0.02783524,0,1/0/1900,118.96,1,2/16/2021,179.6284425,113674,IrB,"Iredell fine sandy loam, 1 to 8 percent slopes",C/D,3,3.771
168437,12443,2739 Travelers Ct,pipe,yes,1/15/2020,3,less_than_25%,0,no,no,,0,,2,10,1.3,2.3,2.99,1,10,7.8,3.2,24.96,5.2,2.84,14.768,7611308,MCA401-0053-P,5/31/2011,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,MCA401-0053,5.1,579.9,585,Yes,MCA401-0054,2.4,576.6,579,Yes,0.04345962,0,1/0/1900,120.04,1,2/16/2021,75.93254726,113679,MeB,"Mecklenburg fine sandy loam, 2 to 8 percent slopes",C,2,3.785
168498,2229,505 S Hoskins Rd,structure,yes,10/8/2018,9.5,less_than_25%,0,no,no,thoroughfare,10,,2,10,1.3,9,11.7,1,10,4.6,9,41.4,3.28,9,29.52,7718892,MCA401-0125-P,6/1/2011,Pipe,Circular, ,C,2.5,0,0,0,30,0, ,Concrete,RCP,MCA401-0125,3.2,587.8,591,Yes,MCA401-0126,2.8,587.2,590,Yes,0.01008566,0,1/0/1900,118.77,1,2/16/2021,59.49039265,113693,WkD,"Wilkes loam, 8 to 15 percent slopes",D,4,3.786
168499,2229,505 S Hoskins Rd,structure,yes,10/8/2018,8.4,less_than_25%,0,no,no,thoroughfare,10,,2,10,1.3,9,11.7,1,0,1.4,3,4.2,1.36,5.4,7.344,7670877,MCA401-0128-P,6/2/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA401-0128,1.3,590.7,592,Yes,MCA401-0125,3,588,591,Yes,0.08403368,0,1/0/1900,118.77,1,2/16/2021,32.12997403,113693,WkD,"Wilkes loam, 8 to 15 percent slopes",D,4,3.786
168541,10943,6236 Sharon Hills Rd,structure,yes,8/14/2017,5,less_than_25%,0,no,no,local,6,,2,10,1.3,5,6.5,1,10,5.4,5,27,3.76,5,18.8,7681666,MCA401-0166-P,6/3/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA401-0166,4.4,592.6,597,Yes,MCA401-0165,1.5,592.5,594,Yes,0.00239605,0,1/0/1900,117.62,1,4/23/2018,41.73543152,113677,MO,Monacan loam,C,2,3.786
168674,24280,8128 TROTTER RD ,structure,yes,9/29/2021,4.5,between_25%_to_50%,5,no,no,,0,,2,5,3.05,1.55,4.7275,1,5,4.6,2.45,11.27,3.98,2.09,8.3182,7685941,MCA401-0313-P,6/4/2011,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,MCA401-0313,4.4,621.6,626,Yes,MCA401-0312,2.9,619.1,622,Yes,0.01674938,0,1/0/1900,121.75,1,2/16/2021,149.2592306,113675,IuB,"Iredell-Urban land complex, 0 to 8 percent slopes",C/D,3,3.781
168677,23533,7151 Candlewyck Ln,pipe,yes,7/21/2021,4.9,,0,no,no,,0,unknown,2,0,1.3,1.4,1.82,1,0,4.6,2.3,10.58,3.28,1.94,6.3632,7669097,MCA401-0322-P,6/5/2011,Pipe,Circular, ,C,3.5,0,0,0,42,0, ,Concrete,RCP,MCA401-0322,6.5,610.5,617,Yes,MCA401-0317,4.9,605.1,610,Yes,0.10908734,0,1/0/1900,121.56,1,2/16/2021,49.50162061,113691,W,Water,N/A,4,3.782
168728,17311,7127 Henderson Valley Ln,structure,yes,5/15/2020,2,greater_than_75%,10,yes,yes,local,6,fails_cds_meets_retrofit,3,10,5.45,5,27.25,1,5,7.8,3.35,26.13,6.86,4.01,27.5086,7658595,MCA401-0388-P,6/6/2011,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,MCA401-0388,4.6,618.4,623,Yes,MCA401-0385,4.7,618.3,623,Yes,0.00192993,0,1/0/1900,120.37,1,4/18/2018,51.81532285,113675,IuB,"Iredell-Urban land complex, 0 to 8 percent slopes",C/D,3,3.781
168729,17311,7127 Henderson Valley Ln,structure,yes,5/15/2020,2,greater_than_75%,10,yes,yes,local,6,fails_cds_meets_retrofit,3,10,5.45,5,27.25,1,10,7.8,5,39,6.86,5,34.3,7583429,MCA401-0407-P,6/7/2011,Pipe,Circular, ,C,2.5,0,0,0,30,0, ,Concrete,RCP,MCA401-0407,5.3,625.7,631,Yes,QLRSH2702.0001,0,0,626.86,UNK,0.02223769,0,1/0/1900,120.37,1,7/18/2018,202.3591844,113675,IuB,"Iredell-Urban land complex, 0 to 8 percent slopes",C/D,3,3.782
168858,19971,6412 Windyrush Rd,pipe,yes,9/30/2020,6.5,,0,no,no,,0,unknown,2,0,1.3,0.8,1.04,1,10,3,3.2,9.6,2.32,2.24,5.1968,7701254,MCA441-0034-P,6/8/2011,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,MCA441-0034,0,0,568,UNK,MCA441-0028,6.1,557.9,564,Yes,0,0,1/0/1900,120.75,1,2/16/2021,130.146277,113681,MkB,"Mecklenburg-Urban land complex, 2 to 8 percent slopes",C,2,3.776
168858,24343,6430 Windyrush Rd,pipe,yes,10/4/2021,6.5,,0,no,no,,0,unknown,2,0,1.3,0.8,1.04,1,10,7.8,3.2,24.96,5.2,2.24,11.648,7701254,MCA441-0034-P,6/9/2011,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,MCA441-0034,0,0,568,UNK,MCA441-0028,6.1,557.9,564,Yes,0,0,1/0/1900,121.76,1,2/16/2021,130.146277,113681,MkB,"Mecklenburg-Urban land complex, 2 to 8 percent slopes",C,2,3.776
169022,24124,4101 St Timms Ct,pipe,yes,9/13/2021,3,less_than_25%,0,no,no,,0,unknown,2,0,1.3,0.8,1.04,1,0,7.8,1.7,13.26,5.2,1.34,6.968,7658175,MCA441-0206-P,6/10/2011,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,MCA441-0206,6.6,559.4,566,Yes,MCA441-SWO259499,2.8,552.2,555,UNK,0.0347773,0,1/0/1900,121.70,1,4/26/2018,207.0315894,113677,MO,Monacan loam,C,2,3.777
