AssetID,Invest_ID,Address,Asset_Type,StreetWater,Inspection Date,Depth,Clogging,Clogging score,Clog_Flooding,C_Flood no missing,Cons. location (C/F),Cons. location (C/F) score,Flooding design std.,flood design score,Flood_Resp,Flood_LOF,Flood_COF,Flood_Risk,Crit_Defect,Cond_Resp,Cond_LOF,Cond_COF,Cond_Risk,LOF,COF,Risk,OBJECTID,PIPE_ID,INV_DATE,TYPE,PI_SHAPE,PI_SHP_OTH,PACP_Shape,"DIAMETER,FT",DIAM_OTHER,PIPE_RISE,PIPE_SPAN,"PACP_Heigh, IN",PACP_Width,PACP_Notes,MATERIAL,PACP_Mater,US_ID,US_DEPTH,US_INVERT,US_ELEV,US_FUNC,DS_ID,DS_DEPTH,DS_INVERT,DS_ELEV,DS_FUNC,SLOPE,ENABLED,CONST_DATE,Age at inspection,Active,EditDate,ShapeSTLen,MUKEY,Soil Type,soil descriptio,hydrologic,Hydro  group encoded,"Precipitation, mon avg, in."
14833,13485,8530 Lockerbie,pipe,yes,5/21/2020,4,greater_than_75%,10,no,no,,0,,2,5,4.8,1.55,7.44,1,5,6.2,3.35,20.77,5.64,2.63,14.8332,7618375,CHARX.71059-PP1,11/20/2008,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.71059,6.08,643.2,649.28,Yes,CHARX.71065,0,640,640,Yes,0,1,8/18/2003,16.76,1,3/26/2018,89.40694231,113659,CeD2,"Cecil sandy clay loam, 8 to 15 percent slopes, eroded",B,1,3.822
14920,24595,6005 Double Rein Ln,structure,yes,10/28/2021,6.5,less_than_25%,0,no,no,local,6,,2,5,1.3,5.45,7.085,1,5,5.4,3.65,19.71,3.76,4.37,16.4312,7631095,CHARX.49957-P,11/21/2008,Pipe,Circular, ,C,1.5,0,0,0,15,0, ,Concrete,CMP,CHARX.49957,3.5,763.5,767,Yes,CHARX.49958,7.5,761.5,769,Yes,0.01576114,1,1/16/2001,20.78,1,2/16/2021,126.8943791,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.765
15511,19605,1954 Shoreham Dr,pipe,yes,9/4/2020,2,greater_than_75%,10,yes,yes,local,6,meets_cds,0,10,3.5,5,17.5,1,0,1.4,0.8,1.12,2.24,2.48,5.5552,7646336,CHARX.29120-P,11/22/2008,Pipe,Circular, ,C,1,0,0,0,12,0, ,Concrete,RCP,CHARX.29120,0,651.34,651.34,Yes,CHARX.29121,0,651.09,651.09,Yes,0,1,1/1/1963,57.68,1,2/16/2021,20.44696907,113672,HuB,"Helena-Urban land complex, 2 to 8 percent slopes",C,2,3.751
16229,11058,6618 Thermal Rd,pipe,yes,9/5/2017,10,less_than_25%,0,no,no,collector_,8,fails_cds_meets_retrofit,3,10,1.95,7.5,14.625,1,10,8.4,7.5,63,5.82,7.5,43.65,7710635,CHARX.56079-P,11/23/2008,Pipe,Circular,2x culvert,C,6,0,0,0,72,0, ,Metal or Steel,CMP,CHARX.56079,6,586,592,Yes,CHARX.56082,6,580,586,Yes,0.05059633,1,12/12/1977,39.73,1,2/16/2021,118.585681,113677,MO,Monacan loam,C,2,3.793
16431,19165,6621 Santa Cruz Tl,channel,yes,8/24/2020,3,,0,,no,,0,,2,0,1.3,2,2.6,1,10,7,4.4,30.8,4.72,3.44,16.2368,7707299,CHARX.89208-PP1,11/24/2008,Pipe,Circular, ,C,1,0,0,0,12,0, ,Concrete,RCP,CHARX.89208,3.9,669.1,673,Yes,CHARX.89209,4.8,669,673.8,Yes,0,1,2/4/1998,22.55,1,3/26/2018,13.12061928,113692,WkB,"Wilkes loam, 4 to 8 percent slopes",D,4,3.879
17552,10953,1225 Weymouth Ln,pipe,yes,9/27/2017,7.5,less_than_25%,0,no,no,local,6,meets_cds,0,10,0,6.2,0,1,10,7.6,6.2,47.12,4.56,6.2,28.272,7664983,CHARX.57198-P,11/25/2008,Pipe,Circular,1x culvert,C,6,0,0,0,72,0, ,Metal or Steel,CMP,CHARX.57198,7.2,633.8,641,Yes,CHARX.56552,7.2,632.8,640,Yes,0.01862877,0,1/1/1987,30.74,1,2/16/2021,53.68042115,113677,MO,Monacan loam,C,2,3.792
17553,12656,6501 Tuskan Dr,pipe,yes,2/13/2020,5.5,did_not_inspect,0,,no,,0,,2,0,1.3,1.4,1.82,1,0,7.8,3.2,24.96,5.2,2.48,12.896,7719207,CHARX.54955-P,11/26/2008,Pipe,Circular, ,C,3,0,0,0,36,0, ,Concrete,RCP,CHARX.54955,7.9,630.1,638,Yes,SDTOPOO37.141,0,0,632,UNK,0,0,1/1/1987,33.12,1,2/16/2021,120.1009146,113694,WkE,"Wilkes loam, 15 to 25 percent slopes",D,4,3.791
17732,21288,1124 Shady Bluff Dr,pipe,yes,1/19/2021,2,less_than_25%,0,no,no,local,6,fails_retrofit,8,10,5.2,5,26,1,0,1.4,0.8,1.12,2.92,2.48,7.2416,7568004,CHARX.64145-P,11/27/2008,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.64145,2,695,697,Yes,SDBF1116.0001,2.99,693.58,696.57,UNK,0,1,1/1/1963,58.05,1,7/8/2020,68.65710773,113681,MkB,"Mecklenburg-Urban land complex, 2 to 8 percent slopes",C,2,3.792
18056,19972,10900 BALLANTYNE CROSSING AV ,pipe,yes,10/7/2020,7,less_than_25%,0,no,no,n_a,0,unknown,2,0,1.3,1.4,1.82,1,0,7.8,2.3,17.94,5.2,1.94,10.088,7682803,BX10900.3-P,11/28/2008,Pipe,Circular, ,C,3,0,0,0,36,0, ,Concrete,RCP,BX10900.3,0,0,609,UNK,BX10900.4,5,601,606,Yes,0,1,5/30/2006,14.36,1,2/16/2021,33.85442181,113659,CeD2,"Cecil sandy clay loam, 8 to 15 percent slopes, eroded",B,1,3.709
18205,21539,513 HONEYWOOD AV ,pipe,yes,2/23/2021,1,less_than_25%,0,no,no,,0,,2,0,1.3,0.8,1.04,1,0,2.2,0.8,1.76,1.84,0.8,1.472,7599092,CHARX.56249-P,11/29/2008,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.56249,4,583,587,Yes,CHARX.56250,4.9,582.1,587,Yes,0.03394488,1,6/8/1981,39.71,1,2/16/2021,26.51357031,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.787
18226,17926,2933 Starnes Rd.,pipe,yes,6/9/2020,2,greater_than_75%,10,yes,yes,local,6,fails_retrofit,8,10,8.7,5,43.5,1,10,7.8,4.1,31.98,8.16,4.46,36.3936,7646879,CHARX.78803-PP1,11/30/2008,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.78803,1.4,708.6,710,Yes,STN2930.1,1.5,707.5,709,Yes,0.02227821,1,6/30/1978,41.95,1,3/26/2018,49.37555199,113665,EnB,"Enon sandy loam, 2 to 8 percent slopes",C,2,3.738
18347,23053,1219 Redcoat Dr,pipe,yes,6/11/2021,8,,0,no,no,,0,fails_cds_meets_retrofit,3,10,1.95,3.5,6.825,1,0,2.8,2,5.6,2.46,2.6,6.396,7592122,BRAEGKM.5-P,12/1/2008,Pipe,Circular, ,C,4,0,0,0,48,0, ,Metal or Steel,CMP,BRAEGKM.5,0,693.24,702.28,Yes,BRAEBRN.33,0,690.43,697.39,Yes,0,1,9/28/2006,14.70,1,5/14/2021,115.0560102,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.793
19195,17463,400 Beverly Circle,pipe,yes,5/5/2020,3,greater_than_75%,10,yes,yes,n_a,0,meets_cds,0,5,3.5,1.55,5.425,1,10,5.4,4.1,22.14,4.64,3.08,14.2912,7671796,BVRL400.02-P,12/2/2008,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Clay,VCP,BVRL400.02,1.8,620,621.8,UNK,BVRL400.01,1.8,611.2,613,UNK,0,1,6/30/1978,41.85,1,5/11/2020,197.6850923,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.792
19275,11711,8901 Douglas Dr,channel,yes,10/10/2019,0,between_25%_to_50%,5,no,no,n_a,0,meets_cds,0,0,1.75,2,3.5,1,0,3.4,4.7,15.98,2.74,3.62,9.9188,7572851,CHARX.57114-P,12/3/2008,Pipe,Circular, ,C,3,0,0,0,36,0, ,Concrete,RCP,CHARX.57114,5.9,636.1,642,Yes,CHARX.57116,5.7,633.3,639,Yes,0.02946417,1,6/24/1998,21.30,1,2/16/2021,95.03066432,113692,WkB,"Wilkes loam, 4 to 8 percent slopes",D,4,3.783
20237,11054,5316 Kimmerly Glen Ln,structure,yes,2/8/2018,8,less_than_25%,0,no,no,collector_,8,,2,0,1.3,6.2,8.06,1,0,6.2,3.5,21.7,4.24,4.58,19.4192,7710487,CHARX.83508-PP1,12/4/2008,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,CHARX.83508,4,750,754,Yes,CHARX.83509,5.8,747.9,753.7,Yes,0,1,1/1/1995,23.11,1,3/26/2018,92.16955732,113693,WkD,"Wilkes loam, 8 to 15 percent slopes",D,4,3.826
20239,11054,5316 Kimmerly Glen Ln,structure,yes,2/8/2018,8.2,less_than_25%,0,no,no,collector_,8,,2,0,1.3,6.6,8.58,1,0,5.4,3.9,21.06,3.76,4.98,18.7248,7713719,CHARX.35161-PP1,12/5/2008,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Plastic,PE,CHARX.35161,5.9,694.1,0, ,CHARX.35162,6.5,693.5,0, ,0,1,1/1/1996,22.11,1,3/26/2018,90.05197695,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.752
20324,11051,7304 Pence Rd,structure,yes,4/18/2017,5.5,less_than_25%,0,no,no,thoroughfare,10,,2,5,1.3,7.25,9.425,1,0,3.8,2.9,11.02,2.8,4.64,12.992,7697111,CHARX.57185-P,12/6/2008,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.57185,3,627,630,Yes,CHARX.57186,2.9,626.1,629,Yes,0.02602283,1,6/30/1997,19.80,1,2/16/2021,34.5850127,113692,WkB,"Wilkes loam, 4 to 8 percent slopes",D,4,3.786
20325,11051,7304 Pence Rd,structure,yes,4/18/2017,6.3,less_than_25%,0,no,no,thoroughfare,10,,2,5,1.3,7.25,9.425,1,0,2.2,2,4.4,1.84,4.1,7.544,7635562,CHARX.81510-PP1,12/7/2008,Pipe,Circular, ,C,1,0,0,0,12,0, ,Plastic,PE,CHARX.81510,0,826.8,826.8,Yes,CHARX.81512,0,826.7,0,Yes,0,1,1/1/1958,59.30,1,3/26/2018,19.5704274,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.751
21345,12345,3500 Burkland Dr,pipe,yes,1/3/2020,4,between_25%_to_50%,5,no,no,,0,,2,10,3.05,2.9,8.845,1,0,2.8,1.4,3.92,2.9,2,5.8,7652819,CHARX.58030-P,12/8/2008,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.58030,4.4,571.6,576,Yes,CHARX.58031,5.1,570.9,576,Yes,0.01441034,1,7/3/2000,19.50,1,2/16/2021,48.57624611,113694,WkE,"Wilkes loam, 15 to 25 percent slopes",D,4,3.718
21360,17429,2834 EASTBURN RD,channel,yes,5/22/2020,6,less_than_25%,0,no,no,detached_garage_shed_>_150_sq_f,3,unknown,2,10,1.3,5.45,7.085,1,0,1.8,2.6,4.68,1.6,3.74,5.984,7628138,CHARX.3385-PP1,12/9/2008,Pipe,Circular, ,C,0.66666667,0,0,0,8,0, ,Clay,VCP,CHARX.3385,0,791,791, ,CHARX.3386,-1,790,789, ,0.02602671,1,6/30/1978,41.90,1,3/26/2018,38.42200183,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.915
21401,20768,501 Billingsley Rd,structure,yes,12/10/2020,3,,0,no,no,,0,meets_cds,0,0,0,0.8,0,1,0,1.4,0.8,1.12,0.84,0.8,0.672,7598144,CHARX.81598-PP1,12/10/2008,Pipe,Circular, ,C,4,0,0,0,48,0, ,Metal or Steel,CMP,CHARX.81598,0,752.3,0,Yes,LON317-SWO116565,4.1,744.2,748.3,Yes,0,1,2/17/2010,12.00,1,3/26/2018,449.7525677,113671,HeB,"Helena sandy loam, 2 to 8 percent slopes",C,2,3.741
21401,12001,501 Billingsley Rd,structure,yes,11/21/2019,3,less_than_25%,0,no,no,,0,,2,5,1.3,2.15,2.795,1,0,2.2,1.4,3.08,1.84,1.7,3.128,7598144,CHARX.81598-PP1,12/11/2008,Pipe,Circular, ,C,4,0,0,0,48,0, ,Metal or Steel,CMP,CHARX.81598,0,752.3,0,Yes,LON317-SWO116565,4.1,744.2,748.3,Yes,0,1,2/17/2010,10.95,1,3/26/2018,449.7525677,113671,HeB,"Helena sandy loam, 2 to 8 percent slopes",C,2,3.741
21754,12513,8325 Prince George Rd,channel,yes,2/4/2020,1.5,less_than_25%,0,no,no,crawl_space,3,fails_cds_meets_retrofit,3,10,1.95,5.45,10.6275,1,10,3.4,5,17,2.82,5.18,14.6076,7710506,CHARX.80798-PP1,12/12/2008,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,CHARX.80798,4.83,742.4,747.23,Yes,CHARX.80800,7.6,741,748.6,Yes,0,1,6/30/2001,18.60,1,3/26/2018,163.2439157,113665,EnB,"Enon sandy loam, 2 to 8 percent slopes",C,2,3.787
22217,22182,1940 Shoreham Dr,structure,yes,3/30/2021,4.6,,0,no,no,,0,unknown,2,0,1.3,2.6,3.38,1,10,5.4,5.9,31.86,3.76,4.58,17.2208,7643134,WILKBYR.14-P,12/13/2008,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,WILKBYR.14,6.2,686.8,693,Yes,SUG622-6774,8.8,684.2,693,Yes,0.07798094,1,4/18/2007,13.95,1,3/8/2021,33.34147922,113660,CuB,"Cecil-Urban land complex, 2 to 8 percent slopes",B,1,3.738
22234,24132,2110 PITAL CT,pipe,yes,9/20/2021,6.5,less_than_25%,0,no,no,,0,,2,10,1.3,2.3,2.99,4,10,3.8,5,19,2.8,3.92,10.976,7598208,FGBNK11450.01-P,12/14/2008,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,FGBNK11450.01,0,0,0,Yes,PTL2110.1,0,0,0, ,0,1,5/25/2000,21.32,1,2/16/2021,155.0997589,113695,WkF,"Wilkes loam, 25 to 45 percent slopes",D,4,3.743
22273,22182,1826 Shoreham Dr,structure,yes,3/30/2021,4.2,,0,no,no,,0,unknown,2,0,1.3,2.6,3.38,1,10,3.8,5.9,22.42,2.8,4.58,12.824,7615710,CHARX.59736-PP1,12/15/2008,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,CHARX.59736,4.7,738.3,743,Yes,CHARX.96910,0,0,0,Yes,0,1,1/1/1998,23.24,1,3/26/2018,89.83999147,113659,CeD2,"Cecil sandy clay loam, 8 to 15 percent slopes, eroded",B,1,3.769
22815,21047,2100 Bay St,channel,yes,12/11/2020,5,,0,no,no,n_a,0,unknown,2,0,1.3,0.6,0.78,1,10,3.4,3.9,13.26,2.56,2.58,6.6048,7633518,CHARX.58543-P,12/16/2008,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,CHARX.58543,5.6,581.4,587,Yes,CHARX.58544,6.3,573.7,580,Yes,0.04029536,1,1/1/1997,23.94,1,2/16/2021,191.0890181,113693,WkD,"Wilkes loam, 8 to 15 percent slopes",D,4,3.719
22820,22027,2500 Bay St,channel,yes,3/18/2021,1,between_50%_to_75%,7,no,no,,0,,2,10,3.75,2.3,8.625,1,0,1.8,0.8,1.44,2.58,1.4,3.612,7600939,CHARX.58167-P,12/17/2008,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.58167,5,552,557,Yes,CHARX.58172,6.2,541.8,548,Yes,0.06670745,1,1/1/1998,23.21,1,2/16/2021,152.9064681,113692,WkB,"Wilkes loam, 4 to 8 percent slopes",D,4,3.735
23280,18925,2505 Century Oaks Ln,pipe,yes,7/22/2020,7,,0,,no,,0,,2,0,1.3,0.8,1.04,4,10,7.8,5,39,5.2,3.32,17.264,7688826,CHARX.87704-P,12/18/2008,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,CHARX.87704,7.05,773.57,780.62,Yes,CNTOKS2505.01,11.38,759.62,771,Yes,0,1,2/1/1989,31.47,1,4/23/2021,235.0579515,113659,CeD2,"Cecil sandy clay loam, 8 to 15 percent slopes, eroded",B,1,3.92
23527,18377,4129 Tamerlane,structure,yes,6/29/2020,2.1,between_50%_to_75%,7,yes,yes,n_a,0,,2,5,4.8,1.55,7.44,1,0,2.2,0.8,1.76,3.24,1.1,3.564,7718542,CHARX.82843-PP1,12/19/2008,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,CHARX.82843,0,781.4,781.4,Yes,CHARX.82844,1.7,781.3,783,Yes,0,1,7/1/1982,38.00,1,3/26/2018,31.23155189,113688,Ur,Urban land,N/A,4,3.739
23788,23723,6337 WHISPERING BROOK CT ,pipe,yes,8/12/2021,2,between_50%_to_75%,7,yes,yes,local,6,unknown,2,10,4.8,5,24,1,5,7.8,4.25,33.15,6.6,4.55,30.03,7719947,CHARX.82959-PP1,12/20/2008,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.82959,3.5,764.1,767.6,Yes,CHARX.81724,0,763.7,763.7,Yes,0,1,3/22/1999,22.39,1,3/26/2018,99.26801235,113671,HeB,"Helena sandy loam, 2 to 8 percent slopes",C,2,3.762
23876,22737,8401 FALLSDALE DR ,pipe,yes,5/7/2021,3.5,less_than_25%,0,no,no,,0,,2,10,1.3,2.3,2.99,2,10,4.6,5,23,3.28,3.92,12.8576,7655040,CHARX.81890-PP1,12/21/2008,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,CHARX.81890,3.55,664.64,668.19,Unknown,CHARX.81891,4.18,664.09,668.27,Unknown,0.02138148,1,2/1/2018,12.38,1,7/16/2018,25.72319352,113666,EnD,"Enon sandy loam, 8 to 15 percent slopes",C,2,3.766
24567,12161,5124 Park Rd,pipe,yes,12/6/2019,7.5,less_than_25%,0,no,no,,0,,2,5,1.3,1.55,2.015,1,5,4.6,2.45,11.27,3.28,2.09,6.8552,7651967,CHARX.14274-P,12/22/2008,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,CHARX.14274,7.6,600.4,608,Yes,ULS025-0033,4.5,592.5,597,Yes,0.09336986,1,1/1/2001,18.93,1,2/16/2021,84.60974221,113683,PaE,"Pacolet sandy loam, 15 to 25 percent slopes",B,1,3.727
24754,22423,8438 Blue Aster Ln.,pipe,yes,4/21/2021,5,,0,,no,,0,,2,0,1.3,0.8,1.04,1,0,7.8,1.7,13.26,5.2,1.34,6.968,7611783,CHARX.83982-PP1,12/23/2008,Pipe,Circular, ,C,2,0,0,0,24,0, ,Concrete,RCP,CHARX.83982,7,713.6,720.6,Yes,CHARX.83977,0,711.5,711.5,Yes,0,1,6/29/1998,22.81,1,3/26/2018,133.7132319,113677,MO,Monacan loam,C,2,3.834
24869,12161,5126 Park Rd,pipe,yes,12/6/2019,7,less_than_25%,0,no,no,,0,,2,5,1.3,1.55,2.015,1,10,3,4.1,12.3,2.32,3.08,7.1456,7687430,ULS025-0001-P,12/24/2008,Pipe,Circular, ,C,1.5,0,0,0,24,0, ,Concrete,RCP,ULS025-0001,7.3,600.7,608, ,CHARX.14274,7.6,600.4,608, ,0.00756512,1,1/1/1960,59.93,1,6/22/2021,39.65567616,113683,PaE,"Pacolet sandy loam, 15 to 25 percent slopes",B,1,3.727
25425,19975,1322 GALESBURG ST ,structure,yes,10/8/2020,7,less_than_25%,0,no,no,,0,,2,0,1.3,1.4,1.82,1,0,9.4,2.3,21.62,6.16,1.94,11.9504,7659952,CHARX.39882-P,12/25/2008,Pipe,Circular, ,C,1,0,0,0,12,0, ,Plastic,PE,CHARX.39882,7,685.89,0,Yes,CHARX.39894,4.5,684.09,0,Yes,0,1,1/1/2003,17.77,1,2/16/2021,158.2392289,113688,Ur,Urban land,N/A,4,3.729
25501,11059,1340 Fox Run Dr,pipe,yes,5/12/2020,8.25,less_than_25%,0,no,no,n_a,0,,2,0,1.3,2.4,3.12,1,0,8.4,3.3,27.72,5.56,2.94,16.3464,7626463,CHARX.56199-P,12/26/2008,Pipe,Circular, ,C,4.5,0,0,0,54,0, ,Metal or Steel,CMP,CHARX.56199,9,668,677,Yes,CHARX.56200,7.5,666.5,674,Yes,0.0094515,1,1/1/1971,49.36,1,2/16/2021,158.7049548,113661,CuD,"Cecil-Urban land complex, 8 to 15 percent slopes",B,1,3.795
25692,24694,12129 JAMES JACK LN ,pipe,yes,11/23/2021,4,less_than_25%,0,no,no,local_limited,8,meets_cds,0,10,0,5.9,0,1,10,6.2,5.9,36.58,3.72,5.9,21.948,7644085,CHARX.63075-PP1,12/27/2008,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.63075,3.8,580.2,584,Yes,CHARX.63076,3.8,571.2,575,Yes,0.10051298,1,1/5/2004,17.89,1,2/16/2021,89.54067,113659,CeD2,"Cecil sandy clay loam, 8 to 15 percent slopes, eroded",B,1,3.694
25884,22120,6309 Honegger Dr,pipe,yes,3/25/2021,6,less_than_25%,0,no,no,,0,unknown,2,0,1.3,2,2.6,1,10,9.2,4.4,40.48,6.04,3.44,20.7776,7668052,BRAEGKM.62-P,12/28/2008,Pipe,Circular, ,C,5,0,0,0,60,0, ,Metal or Steel,CMP,BRAEGKM.62,4.8,682.81,687.61,Yes,BRAEGKM.63,5,675.12,680.12,Yes,0.02826464,1,9/1/2006,14.56,1,2/16/2021,272.0714415,113661,CuD,"Cecil-Urban land complex, 8 to 15 percent slopes",B,1,3.792
25895,18195,1421 Painter Pl Charlotte,pipe,yes,6/16/2020,4.5,did_not_inspect,0,,no,,0,,2,0,1.3,0.8,1.04,1,0,9.2,1.7,15.64,6.04,1.34,8.0936,7640682,CHARX.56167-P,12/29/2008,Pipe,Circular, ,C,2,0,0,0,24,0, ,Metal or Steel,CMP,CHARX.56167,0,0,693,UNK,CHARX.56169,4.5,669.5,674,Yes,0,1,1/1/1974,46.46,1,2/16/2021,202.6498265,113681,MkB,"Mecklenburg-Urban land complex, 2 to 8 percent slopes",C,2,3.795
25895,19851,1434 Fox Run Dr,pipe,yes,9/23/2020,4.5,did_not_inspect,0,no,no,,0,unknown,2,0,1.3,0.8,1.04,1,0,9.2,1.7,15.64,6.04,1.34,8.0936,7640682,CHARX.56167-P,12/30/2008,Pipe,Circular, ,C,2,0,0,0,24,0, ,Metal or Steel,CMP,CHARX.56167,0,0,693,UNK,CHARX.56169,4.5,669.5,674,Yes,0,1,1/1/1974,46.73,1,2/16/2021,202.6498265,113681,MkB,"Mecklenburg-Urban land complex, 2 to 8 percent slopes",C,2,3.795
26002,10926,7119 Colleton Pl,pipe,yes,7/15/2019,4,less_than_25%,0,no,no,n_a,0,meets_cds,0,0,0,0.8,0,1,0,7.8,1.7,13.26,4.68,1.34,6.2712,7594632,CHARX.55627-P,12/31/2008,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Concrete,RCP,CHARX.55627,4.3,669.7,674,Yes,CHARX.55626,3,666,669,Yes,0.03507915,1,1/1/1969,50.53,1,2/16/2021,105.4757709,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.791
26013,18772,3208 Piercy Woods Ct.,pipe,yes,7/29/2020,12.5,,0,,no,,0,,2,0,1.3,2.9,3.77,1,0,7.8,3.8,29.64,5.2,3.44,17.888,7717442,CHARX.84623-P,1/1/2009,Pipe,Circular, ,C,4,0,0,0,48,0, ,Concrete,RCP,CHARX.84623,12.3,721.5,734.08,Yes,CHARX.84607,4.5,718,718,Yes,0,1,1/1/1996,24.58,1,5/10/2021,180.9891819,113659,CeD2,"Cecil sandy clay loam, 8 to 15 percent slopes, eroded",B,1,3.874
26559,24155,6258 Glynmoor Lakes Dr,pipe,yes,9/21/2021,3.5,less_than_25%,0,no,no,,0,unknown,2,10,1.3,2.3,2.99,1,10,7,5.9,41.3,4.72,4.46,21.0512,7692472,CHARX.60881-P,1/2/2009,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.60881,3.2,597.8,601,Yes,CHARX.60880,3.6,596.4,600,Yes,0.00738745,1,6/30/1995,26.23,1,7/7/2021,189.5104991,113679,MeB,"Mecklenburg fine sandy loam, 2 to 8 percent slopes",C,2,3.751
26642,24694,12129 JAMES JACK LN ,pipe,yes,11/23/2021,4,less_than_25%,0,no,no,local_limited,8,meets_cds,0,10,0,5.9,0,1,10,4.6,5.9,27.14,2.76,5.9,16.284,7691035,CHARX.63074-PP1,1/3/2009,Pipe,Circular, ,C,1.25,0,0,0,15,0, ,Concrete,RCP,CHARX.63074,3.4,580.6,584,Yes,CHARX.63075,4,580,584,Yes,0.02907976,1,1/5/2004,17.89,1,2/16/2021,20.63290884,113659,CeD2,"Cecil sandy clay loam, 8 to 15 percent slopes, eroded",B,1,3.694
26899,16945,615 Vickery Dr,pipe,yes,1/16/2020,9.5,less_than_25%,0,no,no,local,6,meets_cds,0,10,0,7.2,0,1,10,6.8,7.2,48.96,4.08,7.2,29.376,7712633,CHARX.15592-PP1,1/4/2009,Pipe,Circular,1x culvert,C,9999,0,0,0,72,0, ,Metal or Steel,CMP,CHARX.15592,9,717,726, ,BRI039-SWO116142,9,717,726, ,0,1,6/30/1978,41.55,1,7/24/2020,75.53158532,113672,HuB,"Helena-Urban land complex, 2 to 8 percent slopes",C,2,3.885
27090,11188,3123 Windbluff Dr,pipe,yes,3/24/2020,6.4,less_than_25%,0,no,no,collector_,8,unknown,2,10,1.3,7.1,9.23,1,0,2.8,2,5.6,2.2,4.04,8.888,7688140,CHARX.61281-P,1/5/2009,Pipe,Circular,1x culvert,C,5,0,0,0,60,0, ,Metal or Steel,CMP,CHARX.61281,6.4,595.6,602,Yes,CHARX.61282,4.6,595.4,600,Yes,0.00330219,1,7/1/1985,34.73,1,7/26/2021,60.56578932,113677,MO,Monacan loam,C,2,3.774
27105,12997,6732 CARMEL HILLS DR,channel,yes,3/6/2020,5,less_than_25%,0,,no,local,6,,2,0,1.3,4.7,6.11,1,0,1.8,2,3.6,1.6,3.08,4.928,7683222,CHARX.38424-P,1/6/2009,Pipe,Circular, ,C,1.5,0,0,0,18,0, ,Plastic,PE,CHARX.38424,11,762,773,Yes,CHARX.38426,12,762,774,Yes,0,1,1/1/2002,18.18,1,2/16/2021,51.12949564,113688,Ur,Urban land,N/A,4,3.754
27274,23065,1837 Dallas Ave,channel,yes,6/11/2021,0,,0,no,no,crawl_space,3,fails_retrofit,8,0,5.2,3.35,17.42,1,0,1.8,2,3.6,3.16,2.54,8.0264,7553229,CHARX.38174-P,1/7/2009,Pipe,Circular, ,C,3,0,0,0,36,0, ,Concrete,RCP,CHARX.38174,14.1,757.9,772,Yes,CHARX.38172,11.5,756.5,768,Yes,0.0110274,1,1/1/1993,28.44,1,2/16/2021,126.9565334,113658,CeB2,"Cecil sandy clay loam, 2 to 8 percent slopes, eroded",B,1,3.752
