,Age at inspection,"PACP_Heigh, IN",Length,Hydro  group encoded,flood design score,"Precipitation, mon avg, in.",Depth,Risk
542,54.61384896,36,100.7353367,1,2,3.726,5,14.7392
544,48.65617157,15,192.2610445,4,8,3.705,3.5,9.656
545,14.92596395,15,30.89624213,4,2,3.705,4,19.0688
547,5.759639516,15,26.31043573,2,2,3.745,4.4,12.488
548,18.12651152,15,14.39509962,2,2,3.747,6,3.68
549,12.6644992,24,27.32527524,4,0,3.857,11.06,3.024
550,6.416723705,24,13.04707099,4,8,3.857,11.64,13.032
552,17.91569701,15,48.09012464,1,2,3.804,2,14.5136
553,25.45836185,15,28.05526588,1,0,3.797,1.9,4.3824
554,47.23796486,18,104.831519,1,2,3.797,2.6,12.4832
555,47.23796486,15,74.10829022,1,0,3.797,2.7,13.944
556,8.355007985,24,38.11492506,1,2,3.784,7,18.7616
557,50.48231805,15,160.4152571,1,2,3.802,7,21.056
558,37.48026466,18,24.4459464,1,2,3.799,7,21.056
559,38.42208533,66,166.1011455,2,0,3.798,8.5,27.216
560,38.42208533,66,160.7180607,2,0,3.798,8.5,27.216
562,14.19769564,24,88.35828657,1,0,3.693,2,24.2424
564,14.85466575,24,63.74769633,1,2,3.693,4.5,5.6672
565,14.85466575,18,131.1360529,1,2,3.693,3.4,5.0048
566,28.99566507,15,42.82179951,1,2,3.698,2.5,4.4908
567,19.44056582,18,438.1904778,1,8,3.699,6.75,24.2
568,99.44056582,15,355.159024,1,8,3.701,5.3,24.2
580,4.946497833,15,43.68292658,4,2,3.734,2,12.488
581,6.361852612,48,224.5712351,4,0,3.736,5.5,11.8872
582,10.22496007,30,203.0994702,1,0,3.747,9,9.936
583,68.27013461,30,138.1809356,1,8,3.841,7.54,9.344
584,88.27013461,42,8.060351814,1,8,3.836,7.3,8.9936
585,74.26876569,30,13.89796443,1,8,3.841,8.47,12.264
586,83.74994296,24,19.31136644,1,8,3.841,9.3,10.512
587,10.87109286,24,50.02554273,1,8,3.841,6.43,31.1696
589,88.27013461,42,9.825069826,1,8,3.836,7.57,8.9936
590,80.27013461,36,247.0104247,1,8,3.836,6.88,8.9936
591,74.26876569,36,80.70154399,1,8,3.836,7.95,11.096
592,74.26876569,24,108.3326935,1,8,3.841,9.2,10.512
593,71.32831394,15,32.09070918,1,2,3.847,5.1,7.2128
596,30.64396532,24,8.234497702,1,2,3.857,2.7,6.1088
598,15.48722336,15,29.27919899,1,2,3.854,2.3,18.5024
599,19.90873831,18,121.5132192,1,2,3.745,7.5,5.984
600,35.0792836,15,145.2082484,4,2,3.773,4.5,1.088
601,35.0792836,15,82.32470431,4,2,3.773,6,1.472
604,41.14898471,15,53.58908637,1,0,3.88,4.25,4.5024
605,41.14898471,15,166.2678184,1,3,3.882,4.4,8.1
606,47.59936117,24,134.7952092,2,2,3.863,4,5.3312
607,39.66792151,36,68.56441659,2,2,3.866,4.5,16.5968
608,53.43645905,15,24.1609234,2,2,3.853,3,3.276
609,54.23043577,15,168.7727592,2,2,3.853,3.5,6.0168
610,54.23043577,15,168.7727592,2,2,3.853,3.5,6.8448
611,12.17442391,15,152.3640463,3,2,3.859,0,11.7876
613,61.37896418,15,27.76451981,1,2,3.747,5.7,7.544
615,45.48026466,36,303.9297246,1,8,3.7,10,20.502
616,69.92938627,15,168.8023671,1,2,3.73,0,12.4832
620,28.59867671,30,153.0089583,4,2,3.715,10,12.168
621,20.68366416,30,124.3428145,2,0,3.829,7,6.552
623,31.59936117,18,47.02203407,2,2,3.796,4,1.496
624,30.92048825,18,10.0136834,1,2,3.737,4.3,24.1664
625,22.60278348,18,44.97325607,1,2,3.734,4,11.7872
628,11.1749943,15,25.36353293,2,2,3.707,6.9,5.6672
629,22.96155601,15,149.7481339,1,2,3.711,6.2,0
630,10.57814282,30,70.57792509,2,2,3.707,8.4,8.832
631,10.63837554,60,73.86139312,2,0,3.786,10,6.8376
638,23.30914898,15,53.73245077,1,2,3.758,2.5,5.984
641,19.58852384,24,116.9915532,2,2,3.672,4.75,6.968
642,13.40908054,72,60.5702509,2,0,3.902,8,5.6672
643,13.40908054,72,61.58148039,2,0,3.902,8,27.404
645,121.5541866,36,38.41249223,2,2,3.769,7,21.4544
646,17.86367785,18,371.2199449,1,2,3.768,4,23.192
647,35.13677846,15,241.7150562,2,2,3.794,3,17.576
649,10.25781428,18,45.93365301,2,0,3.783,4,0.672
650,26.23043577,15,16.26752652,4,2,3.781,2.5,11.3552
652,10.38101757,48,19.06587873,2,0,3.783,10,6.8376
653,8.379648642,48,25.45838868,2,0,3.783,10,6.8376
654,8.379648642,48,19.95726336,2,0,3.783,10,6.8376
655,32.99566507,24,182.0616707,2,2,3.716,5.5,4.16
660,27.12582706,48,130.3816109,2,2,3.824,6,19.8942
661,1.086014146,24,149.2621128,2,2,3.72,4.5,12.4832
662,35.73351586,15,148.1143322,1,2,3.82,3,23.128
663,120.4261921,36,104.516005,4,2,3.714,6,2.72
665,120.0183664,18,31.29903862,4,0,3.723,0,2.3856
666,120.0183664,18,176.1963072,4,0,3.723,0,1.8816
667,118.4330367,15,31.40078491,3,2,3.724,9,12.0396
668,118.4330367,15,110.2294318,3,2,3.726,7,11.0236
669,39.44604152,15,41.00389943,1,2,3.831,7,21.07
670,120.9190052,24,161.3479156,1,0,3.792,4.2,0
671,118.9696555,54,29.55486411,1,2,3.784,8.75,6.0384
672,118.9696555,54,32.84259846,1,2,3.784,7.2,5.4944
673,118.9696555,48,17.64228957,1,2,3.784,6.95,16.472
674,118.9696555,54,10.51349767,1,2,3.784,8.4,19.2864
675,120.023728,24,60.67481289,2,2,3.784,6,8.9404
676,119.933493,18,111.1858735,2,2,3.822,3,3.63
677,121.4446726,24,162.3515993,2,2,3.819,4,12.8576
679,0.993041296,15,44.29088915,2,2,3.729,4,5.2256
681,120.6397445,36,111.1025924,2,2,3.859,0,14.3312
684,41.66643851,18,19.26480356,2,8,3.909,1,5.46
685,11.56924481,54,65.56247188,4,2,3.737,7,5.4944
686,14.00045631,18,25.0487202,4,2,3.752,10,3.752
687,14.22769792,18,25.0487202,4,2,3.752,10,4.7328
688,36.65617157,24,196.1612193,2,2,3.787,3.5,8.4224
691,120.8534109,15,27.68279119,1,2,3.784,4,1.904
692,120.8534109,15,98.90167729,1,2,3.784,3.5,6.968
693,120.8534109,15,57.66907996,1,2,3.784,5,20.922
694,121.017682,36,24.45237025,2,2,3.777,4.3,28.7408
696,11.37223363,24,23.66719848,1,3,3.761,4.8,4.0176
699,11.37223363,24,144.49654,1,2,3.761,3.5,1.088
700,120.409765,30,55.54147424,1,2,3.754,4,10.088
701,22.81359799,54,16.15923524,1,0,3.77,7.5,3.3936
702,22.81359799,54,22.39164975,2,0,3.77,7.5,3.1416
703,20.70819074,60,62.91617428,2,0,3.755,8,19.596
704,20.70819074,60,66.81504273,2,0,3.755,8,12.78
705,17.83070956,72,113.2403767,3,0,3.685,10,8.0808
706,25.94296144,72,84.25373537,2,0,3.763,7.7,19.596
707,26.1455624,60,33.43201215,2,2,3.8,7,5.0048
709,120.171572,60,43.87982138,2,2,3.901,10,35.4
717,19.74172941,60,105.9462758,2,2,3.778,13,17.6528
718,17.74309833,60,248.7570124,2,2,3.779,14,21.9632
721,120.3112024,24,98.37376955,2,2,3.808,7.3,29.744
722,120.3112024,30,123.9996122,2,2,3.808,7.9,6.1472
723,120.4426192,15,24.70592676,1,2,3.819,1.5,10.8896
724,121.1517226,15,77.76249899,1,8,3.819,3,3.212
725,120.8807894,15,16.34865848,1,8,3.819,3,9.344
733,121.8280858,15,50.56981728,4,2,3.735,8.5,37.488
734,120.0456308,15,114.7646895,4,2,3.735,7.6,11.408
735,120.0456308,15,92.62777832,4,2,3.735,6.6,11.408
736,21.82534794,54,127.77297,2,2,3.735,6.8,14.3336
737,120.0456308,54,5.67965371,2,2,3.736,7,10.1384
738,22.8245494,24,158.2551252,2,2,3.735,7,5.2088
739,120.0456308,15,54.81848002,4,2,3.735,7,18.5288
741,118.4877937,24,420.0415852,4,2,3.85,7,7.9092
742,118.4877937,15,29.84503157,4,2,3.852,0,9.3288
748,40.8315081,18,66.72573983,4,2,3.759,4,19.0256
749,11.10392425,24,58.84101119,1,2,3.758,5,3.128
750,4.587725302,15,120.2085293,1,2,3.811,8,14.7392
752,120.8096053,36,110.4338946,1,2,3.848,5.4,10.088
753,120.062058,36,257.8435232,1,0,3.673,12.5,37.38
754,12.11955282,54,221.7306551,2,0,3.673,9.85,19.908
755,120.062058,54,39.70996927,1,0,3.673,9.15,17.6328
756,12.31941593,18,44.09895887,1,0,3.876,7.3,11.2
757,120.1140771,15,25.93627458,1,8,3.79,1.9,12.2688
758,120.1140771,15,127.503511,1,8,3.79,1.6,10.9728
759,118.4877937,60,51.75421156,1,3,3.697,17,29.9892
760,120.6151038,30,241.2431767,1,0,3.701,5,2.5872
761,120.1989505,24,44.05288136,1,8,3.707,4,42.432
762,120.1989505,24,37.43673964,1,8,3.707,4,48.96
763,120.1989505,24,171.5313312,1,8,3.704,4,26.2964
764,120.1989505,18,173.5225209,1,8,3.704,4,22.562
765,120.1989505,18,112.3989516,2,8,3.704,4,26.2964
766,120.1989505,18,114.5214582,2,8,3.704,4,24.4292
767,3.635067305,15,13.97358647,1,2,3.779,3.8,25.6736
768,52.19347479,15,26.90653965,1,2,3.74,8.5,8.3538
769,57.34610997,54,61.76579102,1,0,3.744,7.5,20.088
770,37.9785535,15,85.6387044,1,8,3.73,2.2,8.432
771,37.9785535,15,92.54660904,1,8,3.73,2,8.432
772,3.947068218,18,192.7472063,1,8,3.732,2,8.432
773,58.53171344,15,215.7004806,1,2,3.734,4.3,12.7232
774,120.7930641,18,20.40859713,1,2,3.834,3,18.1232
775,121.272188,36,131.4937145,2,2,3.845,5,15.236
776,118.5671914,15,31.29861502,4,2,3.794,10,7.344
777,118.5671914,15,29.46302914,4,2,3.794,10.6,7.344
778,118.5671914,24,60.90587895,4,2,3.794,10.5,6.528
779,119.7773215,24,192.1771859,1,8,3.826,1,29.2432
782,121.2119553,18,160.8226148,4,8,3.711,2,0
783,121.2119553,18,160.8226148,4,8,3.711,2,8.1968
784,121.2119553,15,134.3693339,3,8,3.712,2,8.432
785,120.1633584,15,91.31338933,3,0,3.718,3.5,3.2736
786,120.1633584,15,107.9714237,3,8,3.718,3,8.432
788,119.933493,15,41.61569822,1,2,3.749,0,20.5616
789,118.7725302,60,17.52312199,1,0,3.758,10,4.032
791,55.89790098,18,25.78051585,1,2,3.821,7.3,21.3344
793,55.89790098,30,115.3769976,1,2,3.821,7,16.9952
797,43.8758841,48,38.99281871,2,2,3.753,8.4,8.4864
800,121.2257586,30,54.4087393,1,2,3.705,3,10.7062
801,120.8149669,15,98.39048316,1,2,3.702,3,4.5632
803,119.7417294,18,34.53361858,1,3,3.696,4.5,11.7528
804,118.0305727,66,31.78388581,2,0,3.816,11,18.396
805,118.0305727,66,32.60994946,2,0,3.816,11,27.9
806,118.0305727,66,52.20221124,2,0,3.816,11,3.7296
808,121.0832763,15,45.11995759,1,8,3.723,2,12.2688
809,119.9909879,36,87.04978421,4,2,3.743,8.7,3.1824
810,119.9909879,36,66.2358114,4,2,3.74,12,14.1336
811,117.6226329,24,38.58646713,4,0,3.749,4.7,16.2
812,120.0812229,48,32.85836872,2,3,3.75,8.15,32.868
815,119.9061145,24,156.3105417,2,0,3.749,2,12.492
816,119.9061145,15,234.1586014,2,3,3.749,0,22.8552
817,120.171572,15,72.02575309,4,0,3.746,2.5,2.0832
818,121.0422085,15,72.02575309,4,2,3.746,2.5,3.3728
819,120.171572,15,159.0344269,4,0,3.746,6,4.8832
820,121.0422085,15,159.0344269,4,2,3.746,6,6.8448
821,121.0422085,15,159.0344269,4,2,3.746,6,20.9244
822,120.8424595,18,371.3670893,4,2,3.73,4,2.576
823,120.8424595,18,26.48402268,4,2,3.727,3.5,3.68
824,120.8424595,18,26.48402268,4,2,3.727,3.5,11.144
825,119.9470682,15,45.4337178,1,2,3.709,8.1,29.4528
826,119.6951859,18,25.37232205,4,8,3.697,9,32.1408
827,121.2064796,15,52.4730826,1,2,3.703,3,18.8652
828,120.0484828,15,52.35657597,4,2,3.7,5.5,5.1152
829,120.0484828,15,32.58592679,4,2,3.703,5.4,3.128
830,121.86094,24,13.22839974,4,2,3.697,5.5,14.768
831,121.8280858,24,44.34537294,4,2,3.7,7,14.3336
833,15.84588182,48,62.7416797,1,2,3.777,4.3,3.128
834,119.8650468,18,28.00081699,1,2,3.722,3.2,5.08
835,119.8650468,18,28.00081699,1,2,3.722,3.2,11.8384
836,10.81918777,24,8.376090257,1,2,3.722,4.2,20.384
837,119.8650468,15,77.32191148,1,2,3.722,2.2,19.942
838,121.63906,36,381.2907453,1,8,3.714,3.1,8.432
839,119.714465,36,381.2907453,1,8,3.714,3.1,21.5864
841,120.8616245,15,172.4921079,4,2,3.754,10.8,26.3424
842,120.8616245,15,70.74849273,4,2,3.754,11.35,9.144
844,67.6979238,48,26.23918685,1,2,3.754,7.5,29.432
849,5.644535706,18,231.6395638,4,2,3.774,6,8.9552
850,117.2995665,18,142.3084963,4,2,3.762,9.7,6.528
851,117.2995665,48,367.7590892,4,3,3.76,11,9.45
852,117.2995665,18,328.1966652,1,2,3.76,12.55,8.4272
853,117.2995665,36,42.92636974,1,3,3.763,10,12.726
854,120.3906,15,208.816585,1,8,3.8,2.6,9.4176
856,121.6746521,15,85.32877376,1,2,3.804,4,5.6816
857,9.028633356,48,66.48987955,2,0,3.781,7,10.9848
858,17.42003194,30,307.4427251,1,2,3.795,6,4.1888
859,118.1428245,48,71.60155261,1,2,3.791,6.9,6.7712
861,118.1428245,48,44.88743618,1,2,3.791,7,4.1888
862,118.1428245,18,280.9877732,2,2,3.791,6.9,4.1888
863,121.3652749,24,49.30862439,1,2,3.821,3.5,3.68
864,121.3652749,24,24.97092229,1,2,3.821,4.3,3.68
865,121.6116815,24,115.587167,1,2,3.821,3.6,3.68
866,121.6116815,24,116.1990961,1,2,3.821,5.2,3.68
868,120.3467944,18,197.1420374,1,2,3.793,2,6.968
869,120.9191193,18,197.1420374,1,2,3.793,2,6.968
870,119.6787588,18,46.89767794,1,2,3.801,4,21.9008
871,119.6787588,15,29.06434462,1,2,3.801,3,1.088
874,120.3878622,15,158.1127259,2,2,3.797,3.5,11.7876
876,121.017682,30,23.04364745,1,2,3.836,5,19.0256
877,120.3248916,30,111.7361334,1,2,3.866,3,10.808
878,120.3248916,30,49.99386609,1,2,3.866,4.5,7.2944
879,120.5795117,15,20.47826032,1,2,3.749,1.7,4.9248
880,121.4419347,36,169.37513,4,2,3.71,7,7.8416
881,121.4419347,36,169.37513,4,2,3.71,7,11.0864
883,121.0558978,24,128.8581542,4,2,3.765,6,7.9376
884,119.9471823,24,106.367194,1,0,3.891,1,3.948
885,121.4857404,24,106.367194,1,2,3.891,1,17.264
886,120.2892996,15,29.57236047,1,2,3.886,10.5,6.8544
887,120.94376,24,133.698333,1,2,3.881,3,2.574
888,120.1332421,15,44.45180737,1,2,3.873,6.5,16.5968
889,30.63563769,48,21.38371776,1,2,3.855,6.5,8.036
890,120.4864248,12,33.06024136,1,8,3.879,2,29.0496
891,120.4864248,15,102.2917779,1,3,3.875,1.25,5.0576
892,120.1414556,36,68.16457704,1,8,3.755,4.8,10.472
893,33.1161305,18,210.403835,2,8,3.757,4.3,13.532
894,1.513118868,36,62.80615187,1,2,3.69,8.3,22.56
895,119.4433037,12,21.96202746,4,2,3.701,5.2,18.8
898,120.1551449,12,21.11709027,1,8,3.908,1,33.8
899,120.1551449,12,19.40197833,1,8,3.908,1,33.8
901,120.8834132,15,144.2724531,1,2,3.848,6.6,7.28
903,120.1551449,15,27.68007012,1,8,3.908,1.25,33.8
904,120.2290668,15,80.87825939,2,0,3.905,5,3.2736
905,120.1058636,15,17.32402917,1,2,3.905,1.25,21.6384
907,121.1489847,18,402.0403411,4,2,3.729,4.2,4.592
908,121.748574,15,64.90492096,4,2,3.731,3.5,14.432
909,121.8226101,15,17.15178569,1,2,3.712,2.4,27.8432
910,121.5404974,15,51.88076168,1,2,3.712,3,2.266
912,120.7875884,15,230.9498074,4,2,3.73,4.5,16.4
913,120.7875884,15,9.455247036,4,2,3.73,4,1.088
914,120.1525211,15,83.12018208,4,2,3.738,2.5,8.9552
915,120.1525211,24,37.62098676,1,2,3.741,6.9,12.0416
918,119.2981976,48,316.724154,4,8,3.735,22,44.208
919,119.2981976,48,313.0164268,4,8,3.735,22,10.5704
920,120.3467944,15,57.96086528,4,2,3.765,5,1.904
922,118.3591148,24,132.103271,4,2,3.746,5.8,11.1456
923,119.7006616,24,155.5759303,1,0,3.724,7.95,19.992
924,0,12,260.7495163,4,2,3.709,4.4,4.5632
925,120.6727128,15,35.74948787,1,2,3.745,4,9.3104
926,120.2345426,18,174.1849748,1,2,3.791,2.5,3.556
927,120.2345426,18,174.1849748,1,2,3.791,2.5,12.8952
928,120.2345426,15,86.42897031,1,2,3.791,3.5,8.0352
930,121.5925165,15,141.7869738,1,2,3.792,3,10.824
931,1.808806753,24,136.4974112,1,0,3.789,5,6.2712
932,121.0368469,15,27.79988806,2,2,3.792,3,14.8332
933,45.66096281,15,68.98929739,1,8,3.792,2,2.336
934,1.978553502,18,42.72062127,3,2,3.708,1.2,1.472
935,120.4208305,18,21.00625081,2,0,3.791,4.2,16.284
938,0.494638376,54,117.0302956,2,0,3.744,8.3,23.184
939,0.494638376,60,67.78368854,2,0,3.744,6.4,3.3936
941,120.538444,15,31.91972692,1,2,3.795,1.25,23.6768
943,121.2146931,18,35.53044203,1,2,3.78,2,2.884
945,117.8580881,15,31.21340514,4,2,3.795,7.3,6.8
946,120.5630846,18,222.8474345,4,2,3.768,6,20.768
947,120.5959389,24,329.2509874,1,0,3.784,5.3,11.7924
948,121.1599361,15,17.46201166,1,2,3.783,5.5,19.352
949,121.1599361,15,40.15033224,1,8,3.783,4.4,48.144
950,121.3844399,18,439.8940761,1,2,3.751,5,30.6
951,119.9800365,15,25.526864,1,2,3.777,1.6,8.832
952,121.6664385,36,87.74464502,4,2,3.786,4.5,3.502
953,120.2892996,15,110.1287781,4,2,3.787,10.9,6.8544
954,120.3303673,15,152.9862422,2,0,3.782,4.2,18.3456
956,120.0430071,24,75.93254726,2,2,3.785,3,14.768
957,118.7725302,30,59.49039265,4,2,3.786,9.5,29.52
958,118.7725302,15,32.12997403,4,2,3.786,8.4,7.344
959,117.6226329,15,41.73543152,2,2,3.786,5,18.8
960,121.748574,18,149.2592306,3,2,3.781,4.5,8.3182
961,121.5569245,42,49.50162061,4,2,3.782,4.9,6.3632
962,120.3741729,15,51.81532285,3,3,3.781,2,27.5086
963,120.3741729,30,202.3591844,3,3,3.782,2,34.3
964,120.7519963,24,130.146277,2,2,3.776,6.5,5.1968
965,121.7622633,24,130.146277,2,2,3.776,6.5,11.648
966,121.7047684,24,207.0315894,2,2,3.777,3,6.968
967,119.8924253,15,206.8414874,2,2,3.793,2.5,6.1008
968,119.6075747,15,14.10158766,1,2,3.713,2.5,18.7856
969,119.7335159,18,42.14808101,1,2,3.79,1.75,18.3456
970,121.1490988,24,113.0821869,1,2,3.788,4,5.3792
971,118.0305727,15,18.9380876,1,2,3.798,6,7.7044
972,118.0305727,15,59.83643511,4,2,3.798,6.3,12.9256
973,121.0916039,15,139.078587,2,2,3.774,4,11.0828
974,120.3303673,15,21.9068403,4,2,3.782,2.5,1.088
975,121.217431,15,114.7353269,1,2,3.782,2.5,8.0674
976,120.6506959,18,45.61708908,1,2,3.779,3,2.884
977,119.3721196,24,63.10724993,4,0,3.78,6.9,6.2216
979,118.2578143,15,128.6253043,1,2,3.783,8,6.3104
980,120.2153776,24,57.07534082,1,2,3.784,10,13.8
981,120.2153776,18,65.00272,1,2,3.785,10,32.8512
982,121.2475473,15,41.56476223,1,2,3.785,2.5,12.824
983,121.2475473,15,22.79421126,4,2,3.782,3,12.824
984,120.3906,15,126.3965527,2,2,3.782,4,3.036
985,120.8122291,15,269.1965174,1,2,3.78,3.5,25.3328
986,121.4255076,18,208.1097792,1,2,3.785,6.5,6.1664
987,121.5432352,18,208.1097792,1,2,3.785,6.5,12.584
988,120.1743098,15,134.5717857,4,0,3.786,6,4.8832
989,120.4208305,18,68.25288437,2,2,3.83,10,26.25
990,2.452201688,18,276.4527874,1,2,3.732,8.6,31.0128
991,2.452201688,18,124.7478299,1,2,3.732,6,28.7408
994,120.1415697,30,197.9744543,2,2,3.794,3,1.472
995,120.7547342,15,20.53182032,4,2,3.752,6,0
998,119.9990874,24,14.55358462,3,2,3.751,5,1.088
999,120.6151038,15,222.6477262,1,2,3.763,3,25.278
1000,117.2995665,30,31.3424181,1,2,3.811,9,8.832
1002,120.3878622,18,37.2916131,1,8,3.795,3.55,33.8
1003,120.3878622,18,12.76596837,2,0,3.795,3.5,2.3856
1004,120.3878622,15,26.34128218,1,0,3.797,4.25,21.948
1005,120.3878622,15,245.1951276,1,0,3.795,4.4,30.444
1008,119.5801962,24,175.2184613,2,8,3.72,4,6.5408
1009,120.2318047,15,45.58130271,1,0,3.719,5.8,7.704
1010,120.7711613,18,211.8729714,1,2,3.72,8,13.688
1011,121.1133927,15,119.5390139,2,2,3.719,2.5,7.9376
1012,121.1133927,15,119.5390139,2,0,3.719,2.5,8.7984
1013,0.456422542,36,145.7469549,2,0,3.855,0,4.5408
1014,0.442733288,24,88.61467353,4,0,3.761,0,4.5408
1015,0.442733288,24,12.89094348,4,0,3.761,0,5.1688
1017,120.3851243,36,61.60684064,1,2,3.794,6,3.68
1018,118.9696555,15,103.3126545,2,2,3.718,7.2,30.104
1019,118.9696555,15,152.2510936,2,2,3.721,10.3,24.9312
1020,2.052475473,18,20.14583976,1,2,3.82,5,10.976
1021,119.933493,15,47.85989244,1,2,3.718,3,7.56
1022,3.174994296,48,57.28988886,1,3,3.793,5,4.212
1023,119.8129135,18,203.3821985,1,0,3.779,5.5,29.2968
1024,38.20590919,30,37.01463428,1,2,3.711,4.5,29.5
1025,119.8924253,15,104.7024766,1,2,3.772,0,11.648
1026,119.8539813,15,93.79942847,4,0,3.743,3,21.948
1027,119.8539813,18,71.29327754,4,0,3.743,3,2.3856
1028,119.8539813,18,138.6055413,4,0,3.743,4,27.612
1029,119.8539813,15,161.586952,1,0,3.743,3,24.78
1030,119.9225416,15,25.78274726,2,2,3.784,2.5,2.884
1031,119.8539813,15,219.4750222,1,0,3.742,3,27.612
1032,121.3488478,18,34.3393877,1,0,3.78,5.9,1.848
1033,120.0594342,15,25.2205363,1,2,3.791,1.5,1.088
1034,120.0457449,24,53.59470243,2,2,3.759,5.5,1.904
1035,120.1825234,15,103.9192146,2,2,3.72,6,4.232
1037,118.2386493,24,27.11199139,1,2,3.726,7.7,5.0048
1038,119.8950491,18,27.45256895,1,3,3.726,7.5,4.212
1039,120.0457449,36,111.3779764,2,2,3.907,6,10.088
1040,120.1607347,15,62.34711652,2,2,3.78,3,14.0768
1041,120.1607347,15,62.34711652,2,2,3.78,3,18.9104
1042,120.1333561,24,175.1090478,4,2,3.744,4.5,6.968
1043,119.6460187,24,97.97484441,2,0,3.764,4,15.5376
1044,120.5247547,24,97.97484441,2,2,3.764,4,17.264
1045,119.5693589,24,24.156157,1,0,3.848,15,21.948
1046,119.5693589,24,42.29979145,1,0,3.848,15,19.3104
1047,119.6350673,24,250.3713378,1,0,3.761,0,3.744
1048,121.3789642,15,151.1401501,4,2,3.734,3.3,13.5752
1049,120.8534109,24,79.52445884,4,2,3.734,5,14.336
1050,120.8534109,24,29.52953692,4,2,3.734,3,12.9344
1051,120.1059776,18,131.0421299,1,2,3.736,2.2,1.088
1052,121.017682,24,76.69905876,2,2,3.734,5.5,26.0144
1053,120.8534109,15,89.22568399,2,2,3.735,0.5,0
1055,121.017682,15,50.8885255,1,2,3.728,4.8,14.168
1056,120.1059776,15,31.26319461,2,2,3.73,4.4,3.2
1057,120.1059776,15,24.03850808,2,2,3.732,4.8,5.6672
1058,120.1059776,15,107.303238,2,2,3.732,4.8,4.5632
1060,120.2728725,18,169.6240668,1,2,3.757,5,6.968
1061,120.1743098,24,53.39024903,1,2,3.713,6,7.8232
1062,120.062058,15,22.53756404,1,2,3.713,6.1,12.464
1063,120.062058,18,31.07079709,1,2,3.713,13.6,42.008
1064,120.3112024,24,27.84823198,1,2,3.713,6,13.6112
1065,120.3112024,24,69.60918403,1,2,3.713,4.5,17.0344
1066,118.2057951,24,330.472548,1,2,3.713,6,21.56
1067,118.2057951,24,90.32566942,1,2,3.713,6,13.664
1068,120.3112024,36,62.05366836,1,2,3.714,7,8.7516
1069,120.3112024,36,105.873542,1,0,3.714,6,10.738
1072,121.3708647,15,106.3868977,1,2,3.714,2.3,12.5768
1073,121.3708647,15,125.2754224,1,2,3.714,2,37.6464
1075,117.400867,15,100.0669303,1,2,3.715,6.67,23.876
1080,120.9629249,24,87.26956256,1,2,3.788,8.5,20.8608
1082,121.7923796,15,61.50148748,1,2,3.803,5,11.0192
1088,120.2947753,18,91.75293816,2,2,3.689,8,12.584
1090,120.2975131,15,107.8388418,1,2,3.782,3,11.7872
1091,120.2975131,15,360.5145536,1,2,3.783,3.5,14.456
1092,0,30,38.92191625,1,2,3.801,6.5,4.232
1093,0,15,34.61828257,1,2,3.801,8,5.0864
1094,121.6171572,15,69.9745514,1,2,3.737,10,18.4992
1096,120.4042893,12,109.0328847,1,2,3.771,3,3.864
1097,120.7492585,18,46.27238521,4,2,3.727,13,20.8304
1098,120.3166781,18,254.9107763,1,2,3.745,3,3.3728
1099,121.5597764,12,52.18476348,4,2,3.741,5,12.584
1102,120.4261921,24,65.00455893,2,2,3.7,5,14.0768
1104,120.5276067,15,208.0011058,2,2,3.692,4,18.5024
1105,120.9381702,24,85.10945266,1,0,3.737,4,5.5552
1108,120.5055898,15,39.83339216,4,2,3.871,1.3,3.193
1109,120.5411818,15,121.2797104,2,0,3.756,4,14.1494
1110,120.3276295,15,67.94514173,2,2,3.742,2.4,6.968
1111,120.3276295,15,135.5858499,1,2,3.742,1.5,6.968
1112,120.8040155,24,131.2841366,1,2,3.771,5.5,10.3472
1113,120.5411818,12,25.76361059,1,3,3.776,1.5,4.228
1114,121.01483,42,95.35325237,4,2,3.737,13,9.3132
1115,120.062058,24,35.74370264,4,2,3.742,11.4,31.584
1117,120.6506959,15,194.3460834,2,2,3.753,4,6.968
1120,57.7103582,30,125.1227558,1,2,3.706,3.6,22.6064
1121,120.1140771,15,259.1214835,3,2,3.755,2,9.2016
1122,120.1140771,15,39.87569862,3,2,3.755,1.8,9.2016
1124,121.7266712,15,209.7613289,2,2,3.755,5,16.3664
1125,120.7519963,15,126.1197485,1,2,3.76,5,6.968
1127,0,30,30.08849755,1,3,3.789,6.4,7.854
1128,120.0375314,36,37.33890133,2,2,3.74,6,2.72
1129,120.2016883,15,51.28033726,1,8,3.74,0,4.752
1131,120.6151038,24,129.7386418,2,0,3.697,3,2.5872
1132,120.7767511,24,112.4164367,2,2,3.697,8.5,27.9456
1134,120.1196669,15,25.78503001,3,2,3.701,3.2,15.6704
1136,120.1195528,15,32.51595634,3,8,3.701,3.1,2.72
1137,120.8123431,24,209.6413839,3,2,3.701,6.4,20.384
1138,120.8424595,15,24.03168682,3,2,3.761,2.5,14.7392
1141,120.8041296,15,112.3735879,1,2,3.855,2,9.2256
1142,0.166210358,18,26.88009025,1,2,3.919,3.4,28.7408
1143,121.0149441,24,25.22284335,4,2,3.734,5.3,9.3104
1144,121.017682,15,277.3304426,2,2,3.746,5.5,7.6112
1145,121.017682,15,65.25951976,2,2,3.748,4.5,22.2656
1146,120.8835273,15,38.0374266,2,8,3.736,3,12.2688
1147,120.0647958,24,53.88879849,2,0,3.708,12.45,15.5376
